request_time	start_time	cash_no	card	shoppingsize	queuelen	taken_time	user_login
2012-03-31 20:38:55	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:38:58	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:39:26	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:39:31	
2012-03-31 20:40:46	
2012-03-31 20:40:48	
2012-03-31 20:40:52	
2012-03-31 20:40:54	
2012-03-31 20:44:00	2012-3-18 15:57:18	0	3	1	128	145	HTC Vision
2012-03-31 20:44:00	2012-3-18 15:43:1	0	3	0	85	145	HTC Vision
2012-03-31 20:44:00	2012-3-18 15:59:4	1	3	0	95	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:42:10	0	4	1	102	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:59:4	1	1	0	52	147	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:47:4	0	0	0	46	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:39:16	0	4	0	26	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:53:28	0	1	0	64	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:40:28	0	5	0	67	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:54:41	1	2	0	56	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:40:23	1	5	1	88	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 16:0:31	0	2	0	50	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:51:18	1	2	1	157	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:41:34	1	4	0	65	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:38:54	0	3	1	33	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 16:3:52	1	2	0	36	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 0:1:36	1	0	1	10	1	HTC Vision
2012-03-31 20:44:01	2012-3-18 16:3:50	0	2	0	30	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:42:56	0	3	1	44	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:48:37	0	2	0	35	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:58:22	0	3	1	81	146	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:52:20	0	2	0	57	145	HTC Vision
2012-03-31 20:44:01	2012-3-18 15:59:11	0	2	0	48	146	HTC Vision
2012-03-31 20:44:47	
2012-03-31 20:45:47	
2012-03-31 20:46:03	
2012-03-31 20:46:05	2012-3-31 20:43:49	4	1	2	2	52	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:13	
2012-03-31 20:46:15	2012-3-31 20:43:59	5	1	3	6	52	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:15	2012-3-31 20:43:59	6	0	2	15	36	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:17	
2012-03-31 20:46:26	2012-3-31 1:40:39	0	0	1	26	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 1:40:38	0	0	1	25	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 1:26:21	0	0	1	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 3:10:46	0	0	0	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 3:10:50	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 1:12:15	0	0	1	8	1	HTC Vision
2012-03-31 20:46:26	2012-3-31 3:10:47	0	0	0	4	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 3:10:48	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 3:10:47	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 1:12:16	0	0	1	9	0	HTC Vision
2012-03-31 20:46:26	2012-3-31 3:10:46	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 1:25:47	0	0	1	1	0	HTC Vision
2012-03-31 20:46:26	2012-3-31 3:36:19	0	0	0	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:26	2012-3-31 3:36:31	0	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:20:2	0	0	1	34	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:20:3	0	0	2	35	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:20:4	1	0	3	35	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:22:44	0	0	3	4	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:22:44	1	0	3	4	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 5:11:9	0	7	1	29	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:20:3	0	0	3	34	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:23:45	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:22:49	0	0	2	1	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:24:29	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:23:46	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:22:45	0	0	2	6	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 9:47:41	0	6	0	16426	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 10:38:55	0	0	3	1	123	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 5:11:8	1	9	2	27	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 4:22:45	0	0	1	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 9:47:40	0	8	0	16423	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 10:50:59	1	3	2	28	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 16:0:11	0	0	0	72	13	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 16:0:0	0	7	1	77	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 9:47:42	0	8	0	16427	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 16:1:20	0	4	2	61	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 16:3:6	0	5	2	161	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 16:16:42	1	3	2	110	16	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:27	2012-3-31 10:52:8	0	2	3	86	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:11:34	1	5	3	352	15	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 15:58:40	1	5	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:14:25	1	4	2	74	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 9:47:42	0	0	0	16427	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:21:46	0	5	2	72	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:5:30	1	5	1	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:13:9	0	5	2	94	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:28	2012-3-31 16:23:3	0	5	1	13	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:3:28	0	4	1	21	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:42:29	1	4	1	32	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:22:50	1	6	2	131	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:24:21	0	3	0	18	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:44:57	0	5	1	75	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:20:10	0	2	2	51	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:32:53	0	4	3	222	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:32:40	0	2	2	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:23:18	1	5	2	92	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:29	2012-3-31 16:37:36	1	5	3	243	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:52:21	0	0	0	0	9	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:19:14	1	3	2	157	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:39:49	0	5	2	187	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:19:1	0	4	2	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:0:52	1	3	2	68	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:10:9	0	3	3	135	9	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:36:23	0	4	3	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:59:26	1	4	1	85	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:24:18	1	4	2	59	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:6:2	0	4	2	45	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 20:43:49	1	2	2	52	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:43:41	1	4	2	142	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:38:45	1	4	1	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:40:17	1	2	1	92	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:20:38	1	3	2	72	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:24:2	0	4	2	59	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 20:43:59	1	6	3	52	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:41:57	1	5	1	87	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:40:50	1	1	1	32	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:9:50	0	2	1	57	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:1:38	0	3	1	46	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:5:11	0	5	2	91	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:47:10	1	4	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:47:25	0	3	2	86	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:8:51	0	3	1	116	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:43:50	1	3	1	81	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 17:3:39	1	9	2	120	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:26:53	0	2	1	32	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:54:35	0	0	0	1	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:45:29	0	4	1	98	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:28:57	1	3	2	107	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:16:37	1	4	2	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 16:54:33	0	0	0	1	99	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:30	2012-3-31 20:43:59	0	15	2	36	6	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 16:33:31	0	3	1	36	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 16:48:20	1	4	2	70	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 16:45:59	0	4	2	62	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 9:47:39	0	6	0	16421	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	2012-3-31 5:11:9	1	7	2	30	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:46:31	
2012-03-31 21:22:43	
2012-03-31 21:24:29	
2012-03-31 21:24:38	
2012-03-31 21:25:46	
2012-03-31 21:26:37	
2012-03-31 21:27:21	2012-3-18 15:38:21	0	3	1	88	145	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:40:23	1	5	1	88	146	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:42:10	0	4	1	102	146	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:39:16	0	4	0	26	145	HTC Vision
2012-03-31 21:27:21	2012-3-18 0:1:36	1	0	1	10	1	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:42:56	0	3	1	44	146	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:38:54	0	3	1	33	146	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:44:31	1	2	1	92	146	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:40:28	0	5	0	67	145	HTC Vision
2012-03-31 21:27:21	2012-3-18 15:41:34	1	4	0	65	145	HTC Vision
2012-03-31 21:27:24	
2012-03-31 21:28:13	
2012-03-31 21:28:32	2012-3-18 15:41:34	1	4	0	65	145	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:42:56	0	3	1	44	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 0:1:36	1	0	1	10	1	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:42:10	0	4	1	102	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:39:16	0	4	0	26	145	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:46:18	0	0	0	58	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:44:31	1	2	1	92	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:45:16	1	1	0	37	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 15:58:22	0	3	1	81	146	HTC Vision
2012-03-31 21:28:32	2012-3-18 16:1:47	1	4	2	69	145	HTC Vision
2012-03-31 21:28:32	2012-3-31 16:19:24	1	3	2	83	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-18 16:11:51	1	2	0	260	147	HTC Vision
2012-03-31 21:28:33	2012-3-31 16:34:37	1	3	3	231	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-31 16:48:43	0	2	0	35	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-31 16:6:15	1	4	2	72	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-31 16:5:2	0	3	1	54	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-18 16:12:51	0	2	0	55	147	HTC Vision
2012-03-31 21:28:33	2012-3-31 16:2:58	0	4	1	31	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-31 17:0:8	1	2	1	108	5	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-31 17:3:1	1	2	1	80	5	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:33	2012-3-18 15:59:4	1	3	0	95	145	HTC Vision
2012-03-31 21:28:33	2012-3-18 16:19:3	0	2	0	42	169	HTC Vision
2012-03-31 21:28:34	2012-3-18 16:2:10	0	3	0	41	146	HTC Vision
2012-03-31 21:28:34	2012-3-31 16:17:5	0	4	1	7	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:21:14	0	3	2	80	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:21:23	0	3	2	117	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:19:36	0	4	1	43	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:25:58	1	4	2	215	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:26:47	1	4	1	43	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:40:31	1	4	1	65	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-18 15:38:54	0	3	1	33	146	HTC Vision
2012-03-31 21:28:34	2012-3-31 16:32:28	1	3	3	212	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:35:3	0	3	2	131	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-31 16:1:40	1	4	1	47	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:34	2012-3-18 15:47:4	0	0	0	46	146	HTC Vision
2012-03-31 21:28:34	2012-3-31 15:59:30	0	4	3	94	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:35	2012-3-31 16:9:28	1	4	3	165	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:36	2012-3-31 16:6:32	1	3	2	131	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:36	2012-3-31 17:9:1	0	3	1	23	6	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:36	2012-3-31 16:16:45	1	3	1	63	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:36	2012-3-18 15:44:35	1	2	0	93	145	HTC Vision
2012-03-31 21:28:37	2012-3-31 16:24:8	1	4	1	83	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:37	2012-3-31 17:10:53	1	3	1	115	5	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:37	2012-3-31 17:6:42	0	3	1	46	6	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:37	2012-3-18 16:2:49	0	3	0	35	146	HTC Vision
2012-03-31 21:28:37	2012-3-18 15:59:4	1	1	0	52	147	HTC Vision
2012-03-31 21:28:38	2012-3-31 16:32:50	0	3	1	20	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:38	2012-3-31 16:22:43	1	3	2	85	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:38	2012-3-31 16:42:34	1	2	0	47	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:38	2012-3-18 16:21:22	1	2	0	134	169	HTC Vision
2012-03-31 21:28:38	2012-3-31 16:39:25	1	4	3	250	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:38	2012-3-31 16:41:47	1	2	2	56	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:38	2012-3-18 16:5:35	1	1	0	101	145	HTC Vision
2012-03-31 21:28:38	2012-3-31 15:57:37	0	0	0	3	16	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:28:46	
2012-03-31 21:28:53	2012-3-18 15:43:1	0	3	0	85	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:47:4	0	0	0	46	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:52:20	0	2	0	57	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:45:56	0	1	0	79	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:45:16	1	1	0	37	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:51:18	1	2	1	157	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:47:59	1	2	1	119	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:40:23	1	5	1	88	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:40:28	0	5	0	67	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:46:18	0	0	0	58	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:53:28	0	1	0	64	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 16:2:10	0	3	0	41	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:59:4	1	1	0	52	147	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:54:41	1	2	0	56	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:56:59	0	3	0	34	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:38:21	0	3	1	88	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:38:54	0	3	1	33	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 16:3:20	0	2	0	28	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:48:37	0	2	0	35	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:42:56	0	3	1	44	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:59:4	1	3	0	95	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 16:1:47	1	4	2	69	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:59:41	0	3	0	36	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:43:1	0	3	0	85	145	HTC Vision
2012-03-31 21:29:15	2012-3-31 16:22:43	1	3	2	85	1	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:29:15	2012-3-18 15:57:18	0	3	1	128	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 16:3:13	0	3	0	55	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:44:31	1	2	1	92	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 16:4:17	0	1	0	20	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:58:22	0	3	1	81	146	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:44:35	1	2	0	93	145	HTC Vision
2012-03-31 21:29:15	2012-3-18 15:39:16	0	4	0	26	145	HTC Vision
2012-03-31 21:29:15	2012-3-31 16:15:5	0	2	2	113	0	HTC Vision_mac:18:87:96:16:C8:B0
2012-03-31 21:29:15	2012-3-18 15:59:11	0	2	0	48	146	HTC Vision
2012-03-31 21:29:25	
2012-03-31 22:36:53	
2012-03-31 22:38:02	
2012-03-31 22:38:10	2012-3-31 22:35:53	3	1	3	7	24	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:12	
2012-03-31 22:38:21	2012-3-31 22:36:5	3	0	0	6	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:22	2012-3-31 22:36:6	3	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:46	
2012-03-31 22:38:49	2012-3-31 1:12:16	0	0	1	9	0	HTC Vision
2012-03-31 22:38:50	2012-3-31 3:10:50	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:10:47	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:10:47	0	0	0	4	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:36:31	0	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:10:48	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 1:25:47	0	0	1	1	0	HTC Vision
2012-03-31 22:38:50	2012-3-31 4:20:3	0	0	3	34	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:22:44	0	0	3	4	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:10:46	0	0	0	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:10:46	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 1:40:39	0	0	1	26	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:20:2	0	0	1	34	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 1:40:38	0	0	1	25	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 3:36:19	0	0	0	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:20:3	0	0	2	35	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 1:26:21	0	0	1	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 1:12:15	0	0	1	8	1	HTC Vision
2012-03-31 22:38:50	2012-3-31 4:22:45	0	0	2	6	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:23:45	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:22:45	0	0	1	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 4:22:49	0	0	2	1	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:50	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 22:38:51	2012-3-31 10:50:59	1	3	2	28	1	HTC Vision_mac:90:21:55:BD:5F:5E
